url_path,views_total,views_unique
/kdbhalala/avdslim,757,525
/kdbhalala/avdslim/releases,16,11
/kdbhalala/avdslim/issues,14,12
/kdbhalala/avdslim/blob/main/cmd/avdslim/main.go,13,13
/kdbhalala/avdslim/tree/main/cmd/avdslim,13,13
/kdbhalala/avdslim/actions,11,1
/kdbhalala/avdslim/commits/main,10,6
/kdbhalala/avdslim/pulls,9,9
/kdbhalala/avdslim/blob/main/internal/bloat/packages.go,9,7
/kdbhalala/avdslim/blob/main/AGENTS.md,8,5
