url_path,views_total,views_unique
/kdbhalala/avdslim,1461,1054
/kdbhalala/avdslim/releases,24,16
/kdbhalala/avdslim/issues,22,20
/kdbhalala/avdslim/tree/main/cmd/avdslim,17,17
/kdbhalala/avdslim/blob/main/cmd/avdslim/main.go,17,16
/kdbhalala/avdslim/commits/main,15,11
/kdbhalala/avdslim/pulls,14,13
/kdbhalala/avdslim/actions,14,4
/kdbhalala/avdslim/tree/main/scripts,12,12
/kdbhalala/avdslim/blob/main/AGENTS.md,12,9
