url_path,views_total,views_unique
/kdbhalala/avdslim,1965,1312
/kdbhalala/avdslim/releases,52,29
/kdbhalala/avdslim/issues,45,37
/kdbhalala/avdslim/blob/main/cmd/avdslim/main.go,20,19
/kdbhalala/avdslim/tree/main/cmd/avdslim,19,19
/kdbhalala/avdslim/pulls,19,16
/kdbhalala/avdslim/commits/main,19,13
/kdbhalala/avdslim/issues/1,16,11
/kdbhalala/avdslim/tree/main/scripts,15,14
/kdbhalala/avdslim/actions,15,5
